%Y%m%d%H%M;USDCHF
199612032100;1.3199
199612032130;1.3207
199612032200;1.32
199612032230;1.3205
199612032300;1.3205
199612032330;1.3205
199612040000;1.3222
199612040030;1.3243
199612040100;1.3233
199612040130;1.323
199612040200;1.3203
199612040230;1.3207
199612040300;1.3212
199612040330;1.3205
199612040400;1.32
199612040430;1.32
199612040500;1.3213
199612040530;1.3207
199612040600;1.3211
199612040630;1.3206
199612040700;1.3202
199612040730;1.3208
199612040800;1.3196
199612040830;1.3177
199612040900;1.3167
199612040930;1.3193
199612041000;1.3212
199612041030;1.3215
199612041100;1.3201
199612041130;1.3197
199612041200;1.3197
199612041230;1.3221
199612041300;1.321
199612041330;1.3227
199612041400;1.3227
199612041430;1.3239
199612041500;1.3231
199612041530;1.3225
199612041600;1.3234
199612041630;1.3239
199612041700;1.3235
199612041730;1.3234
199612041800;1.3272
199612041830;1.325
199612041900;1.3227
199612041930;1.32
199612042000;1.3202
199612042030;1.3198
199612042100;1.3206
199612042130;1.3211
199612042200;1.3215
199612042230;1.3221
199612042300;1.322
199612042330;1.3214
199612050000;1.3198
199612050030;1.3195
199612050100;1.3196
199612050130;1.3195
199612050200;1.3198
199612050230;1.3196
199612050300;1.3179
199612050330;1.3178
199612050400;1.3177
199612050430;1.3177
199612050500;1.3177
199612050530;1.3185
199612050600;1.3183
199612050630;1.3187
199612050700;1.3175
199612050730;1.3179
199612050800;1.3172
199612050830;1.3179
199612050900;1.3185
199612050930;1.3183
199612051000;1.3193
199612051030;1.3162
199612051100;1.3192
199612051130;1.3176
199612051200;1.3178
199612051230;1.3182
199612051300;1.3164
199612051330;1.3155
199612051400;1.3135
199612051430;1.3162
199612051500;1.3199
199612051530;1.319
199612051600;1.3165
199612051630;1.3105
199612051700;1.3135
199612051730;1.313
199612051800;1.3128
199612051830;1.3129
199612051900;1.312
199612051930;1.3117
199612052000;1.314
199612052030;1.3134
199612052100;1.3132
199612052130;1.3135
199612052200;1.313
199612052230;1.313
199612052300;1.3133
199612052330;1.3128
199612060000;1.3138
199612060030;1.3148
199612060100;1.3159
199612060130;1.3157
199612060200;1.3158
199612060230;1.3155
199612060300;1.3135
199612060330;1.312
199612060400;1.3087
199612060430;1.3006
199612060500;1.3019
199612060530;1.2987
199612060600;1.3028
199612060630;1.3026
199612060700;1.3035
199612060730;1.3006
199612060800;1.2968
199612060830;1.301
199612060900;1.303
199612060930;1.3031
199612061000;1.3043
199612061030;1.3041
199612061100;1.3035
199612061130;1.302
199612061200;1.3012
199612061230;1.2979
199612061300;1.2942
199612061330;1.2952
199612061400;1.301
199612061430;1.3017
199612061500;1.2999
199612061530;1.3055
199612061600;1.306
199612061630;1.3118
199612061700;1.3148
199612061730;1.3152
199612061800;1.3137
199612061830;1.3137
199612061900;1.315
199612061930;1.3147
199612062000;1.3153
199612062030;1.3157
199612062100;1.3157
199612062130;1.316
199612062200;1.3163
199612062230;1.3166
199612062300;1.3169
199612062330;1.3172
199612090000;1.3175
199612090030;1.3185
199612090100;1.3183
199612090130;1.3176
199612090200;1.3176
199612090230;1.3172
199612090300;1.3178
199612090330;1.3178
199612090400;1.3177
199612090430;1.3177
199612090500;1.3182
199612090530;1.318
199612090600;1.3176
199612090630;1.3172
199612090700;1.3155
199612090730;1.3165
199612090800;1.3162
199612090830;1.3237
199612090900;1.3236
199612090930;1.3227
199612091000;1.3238
199612091030;1.3222
199612091100;1.3205
199612091130;1.3221
199612091200;1.3204
199612091230;1.3217
199612091300;1.3228
199612091330;1.3219
199612091400;1.3228
199612091430;1.3235
199612091500;1.3241
199612091530;1.325
199612091600;1.3276
199612091630;1.3259
199612091700;1.3269
199612091730;1.3254
199612091800;1.3248
199612091830;1.3264
199612091900;1.3261
199612091930;1.3266
199612092000;1.3277
199612092030;1.3279
199612092100;1.3278
199612092130;1.3278
199612092200;1.3278
199612092230;1.3277
199612092300;1.3278
199612092330;1.3265
199612100000;1.3274
199612100030;1.3277
199612100100;1.3283
199612100130;1.3281
199612100200;1.3282
199612100230;1.3288
199612100300;1.3292
199612100330;1.3292
199612100400;1.3292
199612100430;1.3282
199612100500;1.3262
199612100530;1.3277
199612100600;1.3277
199612100630;1.3287
199612100700;1.3287
199612100730;1.3294
199612100800;1.3302
199612100830;1.3293
199612100900;1.3297
199612100930;1.3298
199612101000;1.3285
199612101030;1.328
199612101100;1.3271
199612101130;1.3269
199612101200;1.3267
199612101230;1.3258
199612101300;1.3276
199612101330;1.325
199612101400;1.3245
199612101430;1.3221
199612101500;1.3274
199612101530;1.3268
199612101600;1.3275
199612101630;1.3277
199612101700;1.3284
199612101730;1.3275
199612101800;1.3265
199612101830;1.326
199612101900;1.3272
199612101930;1.3258
199612102000;1.3242
199612102030;1.3255
199612102100;1.3256
199612102130;1.3263
199612102200;1.3267
199612102230;1.3266
199612102300;1.3252
199612102330;1.3252
199612110000;1.3245
199612110030;1.3245
199612110100;1.3247
199612110130;1.3242
199612110200;1.3227
199612110230;1.3242
199612110300;1.3238
199612110330;1.3247
199612110400;1.3248
199612110430;1.3246
199612110500;1.3241
199612110530;1.3242
199612110600;1.3248
199612110630;1.3242
199612110700;1.3192
199612110730;1.3198
199612110800;1.3208
199612110830;1.3232
199612110900;1.3213
199612110930;1.3207
199612111000;1.3207
199612111030;1.3199
199612111100;1.318
199612111130;1.3159
199612111200;1.3163
199612111230;1.3162
199612111300;1.3171
199612111330;1.318
199612111400;1.3172
199612111430;1.3098
199612111500;1.3153
199612111530;1.3154
199612111600;1.3118
199612111630;1.3126
199612111700;1.3107
199612111730;1.307
199612111800;1.3094
199612111830;1.3119
199612111900;1.3082
199612111930;1.308
199612112000;1.3103
199612112030;1.31
199612112100;1.3102
199612112130;1.3094
199612112200;1.3095
199612112230;1.3094
199612112300;1.3083
199612112330;1.3083
199612120000;1.3079
199612120030;1.3086
199612120100;1.3082
199612120130;1.308
199612120200;1.3094
199612120230;1.3107
199612120300;1.3112
199612120330;1.3117
199612120400;1.3115
199612120430;1.3114
199612120500;1.3107
199612120530;1.3113
199612120600;1.3117
199612120630;1.3126
199612120700;1.314
199612120730;1.315
199612120800;1.3145
199612120830;1.316
199612120900;1.3162
199612120930;1.3147
199612121000;1.3148
199612121030;1.3159
199612121100;1.3159
199612121130;1.3165
199612121200;1.3169
199612121230;1.3163
199612121300;1.3171
199612121330;1.3159
199612121400;1.3185
199612121430;1.317
199612121500;1.3176
199612121530;1.3159
199612121600;1.3139
199612121630;1.314
199612121700;1.3134
199612121730;1.3157
199612121800;1.313
199612121830;1.3128
199612121900;1.3141
199612121930;1.3138
199612122000;1.3143
199612122030;1.3142
199612122100;1.3107
199612122130;1.3109
199612122200;1.3107
199612122230;1.3105
199612122300;1.31
199612122330;1.3112
199612130000;1.3135
199612130030;1.314
199612130100;1.3142
199612130130;1.313
199612130200;1.3137
199612130230;1.3154
199612130300;1.3167
199612130330;1.3176
199612130400;1.3186
199612130430;1.3175
199612130500;1.317
199612130530;1.3177
199612130600;1.3163
199612130630;1.3166
199612130700;1.3159
199612130730;1.3165
199612130800;1.3151
199612130830;1.315
199612130900;1.3147
199612130930;1.3167
199612131000;1.3163
199612131030;1.3157
199612131100;1.3153
199612131130;1.311
199612131200;1.3097
199612131230;1.3072
199612131300;1.307
199612131330;1.3079
199612131400;1.3099
199612131430;1.3075
199612131500;1.3107
199612131530;1.3118
199612131600;1.3172
199612131630;1.3177
199612131700;1.3164
199612131730;1.3174
199612131800;1.3198
199612131830;1.3198
199612131900;1.3222
199612131930;1.3225
199612132000;1.3237
199612132030;1.3236
199612132100;1.3242
199612132130;1.3247
199612132200;1.3247
199612132230;1.3247
199612132300;1.3247
199612132330;1.3247
199612160000;1.3247
199612160030;1.3248
199612160100;1.3243
199612160130;1.3242
199612160200;1.3243
199612160230;1.3238
199612160300;1.3237
199612160330;1.3245
199612160400;1.3257
199612160430;1.3256
199612160500;1.3254
199612160530;1.325
199612160600;1.3252
199612160630;1.3263
199612160700;1.3248
199612160730;1.3245
199612160800;1.3238
199612160830;1.3242
199612160900;1.3271
199612160930;1.3261
199612161000;1.3283
199612161030;1.3275
199612161100;1.3269
199612161130;1.3267
199612161200;1.3271
199612161230;1.3278
199612161300;1.3274
199612161330;1.3285
199612161400;1.3279
199612161430;1.3263
199612161500;1.3262
199612161530;1.3271
199612161600;1.3268
199612161630;1.3268
199612161700;1.3263
199612161730;1.3235
199612161800;1.3235
199612161830;1.3222
199612161900;1.3213
199612161930;1.3227
199612162000;1.322
199612162030;1.3215
199612162100;1.32
199612162130;1.3195
199612162200;1.3188
199612162230;1.3187
199612162300;1.3176
199612162330;1.3171
199612170000;1.3178
199612170030;1.3187
199612170100;1.3198
199612170130;1.3212
199612170200;1.32
199612170230;1.3198
199612170300;1.3205
199612170330;1.3203
199612170400;1.3207
199612170430;1.3207
199612170500;1.3203
199612170530;1.3193
199612170600;1.3191
199612170630;1.3203
199612170700;1.3193
199612170730;1.3201
199612170800;1.3202
199612170830;1.3212
199612170900;1.3213
199612170930;1.321
199612171000;1.3212
199612171030;1.3211
199612171100;1.32
199612171130;1.3215
199612171200;1.3221
199612171230;1.3226
199612171300;1.3228
199612171330;1.323
199612171400;1.3207
199612171430;1.3208
199612171500;1.3205
199612171530;1.3214
199612171600;1.3204
199612171630;1.3207
199612171700;1.3207
199612171730;1.3219
199612171800;1.3228
199612171830;1.324
199612171900;1.3245
199612171930;1.3238
199612172000;1.3242
199612172030;1.3252
199612172100;1.3255
199612172130;1.325
199612172200;1.3247
199612172230;1.3251
199612172300;1.3257
199612172330;1.3255
199612180000;1.3233
199612180030;1.3245
199612180100;1.3253
199612180130;1.3252
199612180200;1.3256
199612180230;1.3256
199612180300;1.325
199612180330;1.3248
199612180400;1.3248
199612180430;1.3252
199612180500;1.3237
199612180530;1.3243
199612180600;1.3237
199612180630;1.3232
199612180700;1.3226
199612180730;1.323
199612180800;1.324
199612180830;1.3255
199612180900;1.3264
199612180930;1.3262
199612181000;1.3273
199612181030;1.3261
199612181100;1.327
199612181130;1.327
199612181200;1.3281
199612181230;1.3276
199612181300;1.327
199612181330;1.3278
199612181400;1.328
199612181430;1.331
199612181500;1.3306
199612181530;1.3314
199612181600;1.3316
199612181630;1.3313
199612181700;1.3317
199612181730;1.3325
199612181800;1.3324
199612181830;1.333
199612181900;1.3322
199612181930;1.3292
199612182000;1.3298
199612182030;1.3293
199612182100;1.3295
199612182130;1.3287
199612182200;1.3286
199612182230;1.3285
199612182300;1.3268
199612182330;1.3269
199612190000;1.3267
199612190030;1.327
199612190100;1.3278
199612190130;1.3285
199612190200;1.3284
199612190230;1.3282
199612190300;1.3283
199612190330;1.3284
199612190400;1.3282
199612190430;1.3283
199612190500;1.3283
199612190530;1.3284
199612190600;1.3285
199612190630;1.3307
199612190700;1.332
199612190730;1.3323
199612190800;1.3345
199612190830;1.3346
199612190900;1.3351
199612190930;1.336
199612191000;1.3367
199612191030;1.3359
199612191100;1.3357
199612191130;1.3357
199612191200;1.3341
199612191230;1.3339
199612191300;1.3355
199612191330;1.3371
199612191400;1.3387
199612191430;1.3405
199612191500;1.338
199612191530;1.3397
199612191600;1.3394
199612191630;1.3394
199612191700;1.3347
199612191730;1.3358
199612191800;1.3348
199612191830;1.3357
199612191900;1.3355
199612191930;1.3374
199612192000;1.3373
199612192030;1.3388
199612192100;1.339
199612192130;1.3385
199612192200;1.3387
199612192230;1.3386
199612192300;1.3388
199612192330;1.3391
199612200000;1.3384
199612200030;1.3382
199612200100;1.3388
199612200130;1.3384
199612200200;1.3376
199612200230;1.338
199612200300;1.3373
199612200330;1.3375
199612200400;1.3374
199612200430;1.3375
199612200500;1.3373
199612200530;1.3368
199612200600;1.3373
199612200630;1.3367
199612200700;1.3358
199612200730;1.3364
199612200800;1.3375
199612200830;1.3387
199612200900;1.3364
199612200930;1.337
199612201000;1.3367
199612201030;1.3366
199612201100;1.3362
199612201130;1.3369
199612201200;1.3369
199612201230;1.3363
199612201300;1.3361
199612201330;1.3379
199612201400;1.3365
199612201430;1.3365
199612201500;1.3368
199612201530;1.3357
199612201600;1.3352
199612201630;1.3341
199612201700;1.3327
199612201730;1.3336
199612201800;1.3355
199612201830;1.3347
199612201900;1.3362
199612201930;1.3359
199612202000;1.3357
199612202030;1.3349
199612202100;1.3344
199612202130;1.3337
199612202200;1.3335
199612202230;1.3333
199612202300;1.3332
199612202330;1.333
199612230000;1.3328
199612230030;1.3337
199612230100;1.3336
199612230130;1.3342
199612230200;1.3341
199612230230;1.3342
199612230300;1.3343
199612230330;1.3341
199612230400;1.3342
199612230430;1.3343
199612230500;1.3342
199612230530;1.3342
199612230600;1.3338
199612230630;1.3337
199612230700;1.3342
199612230730;1.3355
199612230800;1.3371
199612230830;1.3373
199612230900;1.3359
199612230930;1.3371
199612231000;1.3377
199612231030;1.3392
199612231100;1.339
199612231130;1.3385
199612231200;1.3389
199612231230;1.3383
199612231300;1.3379
199612231330;1.3376
199612231400;1.3372
199612231430;1.3374
199612231500;1.3379
199612231530;1.3357
199612231600;1.3352
199612231630;1.3372
199612231700;1.3371
199612231730;1.3373
199612231800;1.3366
199612231830;1.3364
199612231900;1.3372
199612231930;1.3382
199612232000;1.3377
199612232030;1.3369
199612232100;1.3372
199612232130;1.3368
199612232200;1.3367
199612232230;1.3367
199612232300;1.3363
199612232330;1.3366
199612240000;1.3366
199612240030;1.3367
199612240100;1.3374
199612240130;1.3377
199612240200;1.3367
199612240230;1.3365
199612240300;1.336
199612240330;1.3367
199612240400;1.336
199612240430;1.3363
199612240500;1.3367
199612240530;1.3363
199612240600;1.3366
199612240630;1.3362
199612240700;1.3367
199612240730;1.3357
199612240800;1.3367
199612240830;1.3387
199612240900;1.3392
199612240930;1.3392
199612241000;1.3405
199612241030;1.3394
199612241100;1.3401
199612241130;1.3392
199612241200;1.341
199612241230;1.3405
199612241300;1.3403
199612241330;1.3415
199612241400;1.3422
199612241430;1.3447
199612241500;1.3453
199612241530;1.3452
199612241600;1.3449
199612241630;1.3452
199612241700;1.3452
199612241730;1.3456
199612241800;1.346
199612241830;1.3457
199612241900;1.3453
199612241930;1.345
199612242000;1.3447
199612242030;1.3443
199612242100;1.344
199612242130;1.3465
199612242200;1.3463
199612242230;1.3461
199612242300;1.3459
199612242330;1.3457
199612260000;1.3455
199612260030;1.3455
199612260100;1.3455
199612260130;1.3462
199612260200;1.3457
199612260230;1.3457
199612260300;1.3455
199612260330;1.345
199612260400;1.3444
199612260430;1.3441
199612260500;1.3442
199612260530;1.3442
199612260600;1.3437
199612260630;1.3436
199612260700;1.3435
199612260730;1.3437
199612260800;1.3432
199612260830;1.3429
199612260900;1.3433
199612260930;1.3437
199612261000;1.3431
199612261030;1.3425
199612261100;1.3431
199612261130;1.3437
199612261200;1.3435
199612261230;1.3432
199612261300;1.3435
199612261330;1.3437
199612261400;1.344
199612261430;1.3442
199612261500;1.3447
199612261530;1.3445
199612261600;1.3457
199612261630;1.3455
199612261700;1.345
199612261730;1.3442
199612261800;1.3443
199612261830;1.3444
199612261900;1.3445
199612261930;1.3447
199612262000;1.3449
199612262030;1.345
199612262100;1.3449
199612262130;1.3436
199612262200;1.3435
199612262230;1.3434
199612262300;1.3436
199612262330;1.3437
199612270000;1.3432
199612270030;1.3438
199612270100;1.3453
199612270130;1.3442
199612270200;1.3445
199612270230;1.3445
199612270300;1.3444
199612270330;1.3444
199612270400;1.3443
199612270430;1.3443
199612270500;1.3443
199612270530;1.3442
199612270600;1.3442
199612270630;1.344
199612270700;1.3432
199612270730;1.3432
199612270800;1.3429
199612270830;1.3427
199612270900;1.343
199612270930;1.3445
199612271000;1.3453
199612271030;1.3465
199612271100;1.3469
199612271130;1.3472
199612271200;1.3481
199612271230;1.3505
199612271300;1.3505
199612271330;1.35
199612271400;1.349
199612271430;1.3485
199612271500;1.3498
199612271530;1.349
199612271600;1.349
199612271630;1.3483
199612271700;1.3493
199612271730;1.3504
199612271800;1.3529
199612271830;1.3512
199612271900;1.3504
199612271930;1.3502
199612272000;1.35
199612272030;1.35
199612272100;1.3498
199612272130;1.3496
199612272200;1.3494
199612272230;1.3493
199612272300;1.3491
199612272330;1.3489
199612300000;1.3487
199612300030;1.3487
199612300100;1.3487
199612300130;1.3491
199612300200;1.3488
199612300230;1.3487
199612300300;1.3487
199612300330;1.3475
199612300400;1.3477
199612300430;1.3474
199612300500;1.3466
199612300530;1.3467
199612300600;1.3472
199612300630;1.3477
199612300700;1.3477
199612300730;1.3487
199612300800;1.3475
199612300830;1.3473
199612300900;1.3462
199612300930;1.3491
199612301000;1.3513
199612301030;1.3511
199612301100;1.3515
199612301130;1.3526
199612301200;1.3535
199612301230;1.3527
199612301300;1.3531
199612301330;1.3531
199612301400;1.3535
199612301430;1.3526
199612301500;1.3513
199612301530;1.351
199612301600;1.3504
199612301630;1.3523
199612301700;1.3522
199612301730;1.3511
199612301800;1.3512
199612301830;1.3505
199612301900;1.35
199612301930;1.3499
199612302000;1.3501
199612302030;1.3503
199612302100;1.3497
199612302130;1.3488
199612302200;1.3487
199612302230;1.3488
199612302300;1.3488
199612302330;1.349
199612310000;1.3487
199612310030;1.3488
199612310100;1.3484
199612310130;1.3482
199612310200;1.3483
199612310230;1.3485
199612310300;1.3488
199612310330;1.3482
199612310400;1.3486
199612310430;1.3484
199612310500;1.3486
199612310530;1.3488
199612310600;1.3485
199612310630;1.3488
199612310700;1.3488
199612310730;1.3497
199612310800;1.3502
199612310830;1.3513
199612310900;1.3505
199612310930;1.35
199612311000;1.3498
199612311030;1.3497
199612311100;1.3495
199612311130;1.3485
199612311200;1.3467
199612311230;1.3442
199612311300;1.347
199612311330;1.3475
199612311400;1.3489
199612311430;1.3471
199612311500;1.342
199612311530;1.3412
199612311600;1.3414
199612311630;1.3387
199612311700;1.3391
199612311730;1.3412
199612311800;1.3404
199612311830;1.34
199612311900;1.3414
199612311930;1.3414
199612312000;1.3415
199612312030;1.3415
199612312100;1.3415
199612312130;1.3415
199612312200;1.3416
199612312230;1.3416
199612312300;1.3416
199612312330;1.3416
199701010000;1.3416
199701010030;1.3417
199701010100;1.3417
199701010130;1.3417
199701010200;1.3417
199701010230;1.3417
199701010300;1.3418
199701010330;1.3418
199701010400;1.3418
199701010430;1.3418
199701010500;1.3418
199701010530;1.3419
199701010600;1.3419
199701010630;1.3419
199701010700;1.3419
199701010730;1.3419
199701010800;1.342
199701010830;1.342
199701010900;1.342
199701010930;1.342
199701011000;1.342
199701011030;1.3421
199701011100;1.3421
199701011130;1.3421
199701011200;1.3421
199701011230;1.3421
199701011300;1.3422
199701011330;1.3422
199701011400;1.3422
199701011430;1.3422
199701011500;1.3422
199701011530;1.3423
199701011600;1.3423
199701011630;1.3423
199701011700;1.3423
199701011730;1.3423
199701011800;1.3424
199701011830;1.3424
199701011900;1.3424
199701011930;1.3424
199701012000;1.3424
199701012030;1.3425
199701012100;1.3425
199701012130;1.3425
199701012200;1.3427
199701012230;1.3428
199701012300;1.3428
199701012330;1.3429
199701020000;1.343
199701020030;1.344
199701020100;1.3438
199701020130;1.3436
199701020200;1.3435
199701020230;1.3433
199701020300;1.3431
199701020330;1.343
199701020400;1.3428
199701020430;1.3426
199701020500;1.3426
199701020530;1.3425
199701020600;1.3425
199701020630;1.3419
199701020700;1.3412
199701020730;1.344
199701020800;1.347
199701020830;1.3482
199701020900;1.3488
199701020930;1.3465
199701021000;1.3487
199701021030;1.348
199701021100;1.3467
199701021130;1.3467
199701021200;1.3467
199701021230;1.3466
199701021300;1.3475
199701021330;1.3454
199701021400;1.346
199701021430;1.344
199701021500;1.3425
199701021530;1.341
199701021600;1.3427
199701021630;1.3421
199701021700;1.3433
199701021730;1.3438
199701021800;1.3461
199701021830;1.3457
199701021900;1.3467
199701021930;1.3452
199701022000;1.3463
199701022030;1.3456
199701022100;1.3465
199701022130;1.3467
199701022200;1.3478
199701022230;1.3476
199701022300;1.3477
199701022330;1.3479
199701030000;1.3474
199701030030;1.3462
199701030100;1.3463
199701030130;1.3464
199701030200;1.3456
199701030230;1.3457
199701030300;1.3462
199701030330;1.3465
199701030400;1.3463
199701030430;1.3462
199701030500;1.3454
199701030530;1.3452
199701030600;1.3449
199701030630;1.3467
199701030700;1.3463
199701030730;1.3455
199701030800;1.3452
199701030830;1.3462
199701030900;1.3465
199701030930;1.3465
199701031000;1.3474
199701031030;1.3476
199701031100;1.3482
199701031130;1.3471
199701031200;1.348
199701031230;1.3485
199701031300;1.3495
199701031330;1.3527
199701031400;1.3527
199701031430;1.3537
199701031500;1.3517
199701031530;1.3537
199701031600;1.3555
199701031630;1.3555
199701031700;1.3581
199701031730;1.36
199701031800;1.3609
199701031830;1.3583
199701031900;1.3589
199701031930;1.3587
199701032000;1.3577
199701032030;1.359
199701032100;1.3585
199701032130;1.359
199701032200;1.3596
199701032230;1.3603
199701032300;1.3609
199701032330;1.3616
199701060000;1.3622
199701060030;1.3617
199701060100;1.3613
199701060130;1.3619
199701060200;1.3627
199701060230;1.3632
199701060300;1.3614
199701060330;1.3615
199701060400;1.3607
199701060430;1.3602
199701060500;1.3605
199701060530;1.3603
199701060600;1.3596
199701060630;1.3585
199701060700;1.3582
199701060730;1.3582
199701060800;1.3604
199701060830;1.3586
199701060900;1.3574
199701060930;1.3572
199701061000;1.3575
199701061030;1.3567
199701061100;1.3564
199701061130;1.3573
199701061200;1.3555
199701061230;1.3559
199701061300;1.3569
199701061330;1.3543
199701061400;1.3564
199701061430;1.3529
199701061500;1.3525
199701061530;1.3528
199701061600;1.3562
199701061630;1.3565
199701061700;1.3581
199701061730;1.3573
199701061800;1.3565
199701061830;1.3575
199701061900;1.3588
199701061930;1.3583
199701062000;1.3542
199701062030;1.3524
199701062100;1.3533
199701062130;1.3536
199701062200;1.3535
199701062230;1.3533
199701062300;1.354
199701062330;1.354
199701070000;1.3542
199701070030;1.3538
199701070100;1.3535
199701070130;1.3543
199701070200;1.3519
199701070230;1.3517
199701070300;1.3517
199701070330;1.3507
199701070400;1.3507
199701070430;1.3512
199701070500;1.348
199701070530;1.3505
199701070600;1.353
199701070630;1.3525
199701070700;1.3525
199701070730;1.3557
199701070800;1.3553
199701070830;1.354
199701070900;1.3552
199701070930;1.3549
199701071000;1.3543
199701071030;1.3536
199701071100;1.3523
199701071130;1.3531
199701071200;1.3531
199701071230;1.3535
199701071300;1.351
199701071330;1.3511
199701071400;1.3503
199701071430;1.3476
199701071500;1.349
199701071530;1.352
199701071600;1.3524
199701071630;1.3547
199701071700;1.3541
199701071730;1.3542
199701071800;1.3564
199701071830;1.3542
199701071900;1.3542
199701071930;1.3542
199701072000;1.3532
199701072030;1.3537
199701072100;1.3542
199701072130;1.3535
199701072200;1.3539
199701072230;1.3549
199701072300;1.3553
199701072330;1.3554
199701080000;1.3555
199701080030;1.3533
199701080100;1.3531
199701080130;1.3537
199701080200;1.3532
199701080230;1.354
199701080300;1.3542
199701080330;1.3544
199701080400;1.3543
199701080430;1.3534
199701080500;1.3524
199701080530;1.3534
199701080600;1.3527
199701080630;1.3531
199701080700;1.3533
199701080730;1.3545
199701080800;1.3549
199701080830;1.3551
199701080900;1.354
199701080930;1.3559
199701081000;1.3579
199701081030;1.3573
199701081100;1.3582
199701081130;1.3586
199701081200;1.3591
199701081230;1.36
199701081300;1.3607
199701081330;1.3595
199701081400;1.3609
199701081430;1.3599
199701081500;1.3602
199701081530;1.3599
199701081600;1.3597
199701081630;1.363
199701081700;1.3643
199701081730;1.3668
199701081800;1.365
199701081830;1.367
199701081900;1.3666
199701081930;1.3653
199701082000;1.3648
199701082030;1.364
199701082100;1.3632
199701082130;1.365
199701082200;1.3655
199701082230;1.3655
199701082300;1.3655
199701082330;1.3659
199701090000;1.3657
199701090030;1.3652
199701090100;1.3652
199701090130;1.3657
199701090200;1.3656
199701090230;1.3647
199701090300;1.3648
199701090330;1.364
199701090400;1.3637
199701090430;1.3642
199701090500;1.3656
199701090530;1.367
199701090600;1.3663
199701090630;1.3662
199701090700;1.367
199701090730;1.3656
199701090800;1.368
199701090830;1.368
199701090900;1.3711
199701090930;1.3681
199701091000;1.3668
199701091030;1.3675
199701091100;1.3678
199701091130;1.3679
199701091200;1.3672
199701091230;1.3683
199701091300;1.3675
199701091330;1.3657
199701091400;1.3642
199701091430;1.3642
199701091500;1.3615
199701091530;1.3665
199701091600;1.3655
199701091630;1.3675
199701091700;1.3674
199701091730;1.3676
199701091800;1.369
199701091830;1.3694
199701091900;1.3687
199701091930;1.3691
199701092000;1.3697
199701092030;1.37
199701092100;1.3699
199701092130;1.3695
199701092200;1.3694
199701092230;1.3693
199701092300;1.37
199701092330;1.3694
199701100000;1.3687
199701100030;1.3693
199701100100;1.3694
199701100130;1.3687
199701100200;1.3681
199701100230;1.368
199701100300;1.3684
199701100330;1.369
199701100400;1.369
199701100430;1.369
199701100500;1.3695
199701100530;1.3695
199701100600;1.3692
199701100630;1.3685
199701100700;1.3687
199701100730;1.369
199701100800;1.3695
199701100830;1.3693
199701100900;1.3737
199701100930;1.3717
199701101000;1.3721
199701101030;1.3737
199701101100;1.3715
199701101130;1.371
199701101200;1.3707
199701101230;1.3721
199701101300;1.3709
199701101330;1.3717
199701101400;1.3692
199701101430;1.3713
199701101500;1.3726
199701101530;1.3765
199701101600;1.3754
199701101630;1.3781
199701101700;1.376
199701101730;1.3753
199701101800;1.3755
199701101830;1.3766
199701101900;1.3736
199701101930;1.3743
199701102000;1.3733
199701102030;1.3766
199701102100;1.3765
199701102130;1.3764
199701102200;1.3764
199701102230;1.3763
199701102300;1.3763
199701102330;1.3762
199701130000;1.3762
199701130030;1.3761
199701130100;1.3766
199701130130;1.3761
199701130200;1.3761
199701130230;1.3767
199701130300;1.3752
199701130330;1.3754
199701130400;1.3752
199701130430;1.3749
199701130500;1.3748
199701130530;1.3748
199701130600;1.3745
199701130630;1.3739
199701130700;1.3745
199701130730;1.3752
199701130800;1.3745
199701130830;1.3756
199701130900;1.3746
199701130930;1.3742
199701131000;1.3732
199701131030;1.3749
199701131100;1.3751
199701131130;1.3739
199701131200;1.376
199701131230;1.3767
199701131300;1.377
199701131330;1.379
199701131400;1.3783
199701131430;1.377
199701131500;1.3768
199701131530;1.3771
199701131600;1.3789
199701131630;1.3786
199701131700;1.3783
199701131730;1.3787
199701131800;1.379
199701131830;1.3787
199701131900;1.378
199701131930;1.3778
199701132000;1.3765
199701132030;1.3766
199701132100;1.3766
199701132130;1.3758
199701132200;1.3755
199701132230;1.3764
199701132300;1.3755
199701132330;1.3758
199701140000;1.3766
199701140030;1.3769
199701140100;1.3765
199701140130;1.3764
199701140200;1.3768
199701140230;1.3767
199701140300;1.3765
199701140330;1.3776
199701140400;1.3775
199701140430;1.3774
199701140500;1.3773
199701140530;1.3777
199701140600;1.378
199701140630;1.3782
199701140700;1.3789
199701140730;1.3786
199701140800;1.3763
199701140830;1.3755
199701140900;1.3751
199701140930;1.3755
199701141000;1.3749
199701141030;1.3753
199701141100;1.3731
199701141130;1.3717
199701141200;1.3701
199701141230;1.3695
199701141300;1.3694
199701141330;1.3689
199701141400;1.3735
199701141430;1.3753
199701141500;1.3762
199701141530;1.3755
199701141600;1.3759
199701141630;1.3779
199701141700;1.3762
199701141730;1.3755
199701141800;1.3732
199701141830;1.3745
199701141900;1.3757
199701141930;1.375
199701142000;1.3756
199701142030;1.3754
199701142100;1.3754
199701142130;1.374
199701142200;1.3743
199701142230;1.3745
199701142300;1.3745
199701142330;1.3744
199701150000;1.3744
199701150030;1.3747
199701150100;1.3737
199701150130;1.3743
199701150200;1.3743
199701150230;1.3743
199701150300;1.3743
199701150330;1.3735
199701150400;1.3732
199701150430;1.3743
199701150500;1.3745
199701150530;1.3743
199701150600;1.3741
199701150630;1.3743
199701150700;1.3739
